1.337,-13.028,-4.0162,0.094459,-3.6601,1.3771
1.3351,-12.999,-3.9762,0.09059,-3.6525,1.3662
1.3251,-13.014,-3.9646,0.090532,-3.6489,1.3608
1.3138,-13.054,-3.971,0.092922,-3.6492,1.361
1.3083,-13.079,-3.9681,0.094619,-3.6501,1.3628
1.3085,-13.079,-3.9492,0.094486,-3.6496,1.3636
1.3105,-13.074,-3.9298,0.093907,-3.6487,1.3635
1.3109,-13.082,-3.9205,0.094286,-3.6493,1.3633
1.3093,-13.098,-3.9156,0.095029,-3.6505,1.3635
1.3078,-13.109,-3.908,0.094856,-3.6504,1.3641
1.3079,-13.112,-3.9004,0.094064,-3.6485,1.3642
1.3068,-13.119,-3.8962,0.093891,-3.6466,1.3637
1.3014,-13.138,-3.8901,0.094485,-3.6467,1.3629
1.2959,-13.161,-3.8774,0.094761,-3.6484,1.3624
1.2963,-13.171,-3.8623,0.094144,-3.6493,1.3625
1.2989,-13.168,-3.8524,0.093384,-3.648,1.3628
1.2948,-13.161,-3.8507,0.092149,-3.6458,1.3629
1.2867,-13.164,-3.8546,0.08755,-3.6445,1.3643
1.286,-13.174,-3.8582,0.078505,-3.6404,1.3714
1.2882,-13.184,-3.8573,0.06937,-3.6231,1.3887
1.2654,-13.186,-3.8627,0.063624,-3.5841,1.4179
1.2007,-13.18,-3.9057,0.055248,-3.5239,1.4594
1.1092,-13.164,-4.0243,0.03353,-3.4409,1.5147
0.99857,-13.138,-4.2535,-0.0020032,-3.3103,1.5844
0.81812,-13.104,-4.6514,-0.041094,-3.0923,1.6577
0.4993,-13.057,-5.3089,-0.085591,-2.778,1.7162
0.078173,-12.966,-6.261,-0.16089,-2.4176,1.7502
-0.27031,-12.795,-7.3733,-0.28514,-2.0746,1.7664
-0.40134,-12.543,-8.3974,-0.43336,-1.7583,1.7753
-0.39704,-12.223,-9.1873,-0.55582,-1.4356,1.7789
-0.49803,-11.81,-9.8151,-0.63479,-1.1157,1.7739
-0.81276,-11.223,-10.465,-0.70314,-0.87845,1.7617
-1.1916,-10.434,-11.247,-0.79368,-0.78858,1.7448
-1.4385,-9.5561,-12.082,-0.88507,-0.81025,1.7132
-1.5264,-8.7513,-12.749,-0.92695,-0.8415,1.6518
-1.5404,-8.0178,-13.076,-0.915,-0.81485,1.5719
-1.5299,-7.1806,-13.121,-0.89918,-0.74559,1.5201
-1.5031,-6.1791,-13.124,-0.90881,-0.69419,1.5317
-1.489,-5.2594,-13.224,-0.91878,-0.69454,1.5767
-1.5009,-4.7383,-13.277,-0.90251,-0.72701,1.5744
-1.4996,-4.626,-13.1,-0.86859,-0.76056,1.4785
-1.4727,-4.646,-12.813,-0.83804,-0.79298,1.3363
-1.4734,-4.6075,-12.685,-0.81675,-0.84151,1.2386
-1.5279,-4.5705,-12.736,-0.7984,-0.91059,1.2175
-1.5862,-4.6112,-12.789,-0.7806,-0.98072,1.2285
-1.6005,-4.6362,-12.754,-0.76334,-1.0359,1.2107
-1.5906,-4.5516,-12.678,-0.74547,-1.0841,1.1437
-1.6014,-4.4554,-12.618,-0.72824,-1.1398,1.0649
-1.6364,-4.5027,-12.594,-0.71845,-1.2046,1.0231
-1.6593,-4.6792,-12.602,-0.72657,-1.2695,1.0189
-1.6435,-4.8524,-12.615,-0.754,-1.3201,1.0139
-1.605,-4.9589,-12.606,-0.78913,-1.3394,0.98315
-1.5788,-5.0171,-12.584,-0.82742,-1.3213,0.93352
-1.5757,-5.0272,-12.571,-0.87892,-1.2906,0.88656
-1.5802,-4.9932,-12.56,-0.93255,-1.2901,0.86273
-1.5807,-4.9886,-12.53,-0.93617,-1.3353,0.86129
-1.5874,-5.0671,-12.484,-0.8581,-1.3921,0.85529
-1.6172,-5.1755,-12.448,-0.75187,-1.4137,0.8195
-1.6663,-5.223,-12.433,-0.70364,-1.3914,0.75966
-1.707,-5.1919,-12.423,-0.72637,-1.3555,0.70412
-1.7206,-5.1432,-12.401,-0.76372,-1.3329,0.66998
-1.7264,-5.1318,-12.379,-0.78603,-1.3206,0.65153
-1.7545,-5.1592,-12.389,-0.81928,-1.3017,0.63518
-1.8034,-5.1999,-12.435,-0.87306,-1.2721,0.61325
-1.8462,-5.2431,-12.493,-0.90491,-1.2405,0.58854
-1.8763,-5.2867,-12.542,-0.88995,-1.2148,0.57199
-1.9261,-5.3262,-12.579,-0.86896,-1.1967,0.57054
-2.0252,-5.3695,-12.606,-0.88817,-1.1801,0.57615
-2.1507,-5.428,-12.637,-0.93435,-1.1562,0.57355
-2.2495,-5.4836,-12.688,-0.9671,-1.125,0.56722
-2.3097,-5.4939,-12.762,-0.98371,-1.0939,0.58832
-2.3739,-5.4421,-12.846,-1.0142,-1.0683,0.64468
-2.4726,-5.3588,-12.922,-1.0659,-1.0451,0.68157
-2.5836,-5.2906,-12.975,-1.1098,-1.017,0.65341
-2.6685,-5.279,-12.997,-1.1256,-0.98209,0.63037
-2.7243,-5.3598,-13,-1.1313,-0.94684,0.73093
-2.7817,-5.5188,-13.006,-1.1548,-0.91436,0.88296
-2.8602,-5.6701,-13.015,-1.2024,-0.87862,0.77356
-2.9444,-5.7512,-13.014,-1.2608,-0.83432,0.21131
-3.0158,-5.7927,-13.006,-1.3103,-0.7854,-0.5314
-3.0819,-5.844,-13.016,-1.3424,-0.74086,-0.98616
-3.1535,-5.9051,-13.05,-1.3705,-0.70481,-1.0326
-3.2162,-5.9606,-13.075,-1.4131,-0.67373,-0.92535
-3.2501,-6.0126,-13.056,-1.469,-0.64289,-0.8934
-3.2642,-6.0575,-12.998,-1.5217,-0.61168,-0.92766
-3.2895,-6.0771,-12.932,-1.5628,-0.5826,-0.9228
-3.3328,-6.0578,-12.868,-1.6018,-0.5568,-0.86445
-3.3605,-6.0069,-12.791,-1.6486,-0.53356,-0.83092
-3.3469,-5.9513,-12.699,-1.698,-0.51362,-0.88106
-3.3198,-5.912,-12.607,-1.7379,-0.49726,-0.992
-3.3232,-5.8848,-12.525,-1.7659,-0.48083,-1.0959
-3.3523,-5.853,-12.438,-1.7927,-0.46195,-1.1569
-3.357,-5.7973,-12.324,-1.827,-0.44389,-1.1979
-3.3121,-5.6988,-12.174,-1.8634,-0.42956,-1.2499
-3.2501,-5.5684,-12.004,-1.8891,-0.41817,-1.3102
-3.2087,-5.4476,-11.839,-1.9026,-0.40937,-1.3616
-3.174,-5.3511,-11.696,-1.917,-0.40387,-1.404
-3.103,-5.2454,-11.546,-1.9438,-0.40025,-1.448
-2.9939,-5.111,-11.35,-1.9725,-0.39749,-1.4956
-2.8939,-4.9805,-11.128,-1.972,-0.39863,-1.5428
-2.8323,-4.8821,-10.946,-1.929,-0.4076,-1.5856
-2.7756,-4.7919,-10.82,-1.8794,-0.42447,-1.6215
-2.6695,-4.6768,-10.675,-1.8716,-0.44473,-1.6501
-2.5108,-4.5506,-10.451,-1.8929,-0.46338,-1.6743
-2.3577,-4.4469,-10.19,-1.8711,-0.48231,-1.6973
-2.2579,-4.3608,-9.9852,-1.7812,-0.50906,-1.7207
-2.1766,-4.2532,-9.8394,-1.7218,-0.54516,-1.7447
-2.0309,-4.1096,-9.6671,-1.7985,-0.58263,-1.7662
-1.8089,-3.9652,-9.4503,-1.8882,-0.61496,-1.7813
-1.6018,-3.8574,-9.2876,-1.6592,-0.64551,-1.7913
-1.468,-3.7828,-9.1969,-1.0003,-0.6807,-1.801
-1.3237,-3.7129,-8.9563,-0.29259,-0.71839,-1.8107
-1.0646,-3.6225,-8.3448,0.0089151,-0.75112,-1.8154
-0.77071,-3.5172,-7.5276,-0.096929,-0.77879,-1.8106
-0.61197,-3.4353,-6.9291,-0.26704,-0.80983,-1.7962
-0.48226,-3.4068,-6.7188,-0.28202,-0.84939,-1.7759
0.040423,-3.4222,-6.6996,-0.21286,-0.88946,-1.7536
1.1321,-3.4561,-6.6645,-0.19651,-0.91383,-1.7284
2.3133,-3.5076,-6.6228,-0.23225,-0.91838,-1.695
2.9773,-3.5945,-6.6599,-0.23817,-0.92426,-1.651
3.1354,-3.7064,-6.7602,-0.19181,-0.95332,-1.6015
3.2379,-3.7969,-6.8429,-0.13866,-0.98477,-1.5511
3.5056,-3.8423,-6.8768,-0.10896,-0.97162,-1.4955
3.7936,-3.8746,-6.8931,-0.084816,-0.9362,-1.4253
3.965,-3.9406,-6.933,-0.042465,-1.006,-1.3421
4.0804,-4.0455,-7.014,0.012318,-1.2766,-1.2629
4.2294,-4.1547,-7.1239,0.061591,-1.666,-1.1976
4.392,-4.25,-7.235,0.10303,-1.994,-1.1224
4.5109,-4.3581,-7.3358,0.14594,-2.1676,-1.0019
4.587,-4.5024,-7.4423,0.19394,-2.2273,-0.84963
4.6593,-4.6539,-7.5691,0.24384,-2.2522,-0.7208
4.7378,-4.7547,-7.7093,0.29321,-2.2708,-0.60372
4.7995,-4.782,-7.855,0.3424,-2.2691,-0.37259
4.8269,-4.7682,-8.0091,0.39192,-2.2459,0.061866
4.8279,-4.7595,-8.1618,0.44222,-2.2222,0.58138
4.8224,-4.778,-8.29,0.49597,-2.2105,0.96283
4.821,-4.8216,-8.4007,0.55521,-2.2056,1.1404
4.8142,-4.8699,-8.5287,0.6171,-2.2024,1.2342
4.7764,-4.9027,-8.6768,0.67651,-2.2014,1.355
4.6895,-4.9221,-8.8176,0.72789,-2.1977,1.5016
4.5726,-4.9345,-8.9665,0.76919,-2.1856,1.6299
4.4604,-4.9307,-9.1793,0.80842,-2.1711,1.7281
4.3565,-4.9072,-9.4282,0.85237,-2.1668,1.8129
4.2354,-4.8886,-9.5723,0.88889,-2.174,1.899
4.0807,-4.9002,-9.5854,0.89977,-2.1825,1.987
3.911,-4.9278,-9.7632,0.89234,-2.1915,2.0682
3.7516,-4.9409,-10.46,0.89681,-2.2192,2.1348
3.59,-4.933,-11.557,0.92339,-2.2792,2.1859
3.4016,-4.9108,-12.483,0.9364,-2.3595,2.2271
3.2037,-4.8892,-12.882,0.89013,-2.4367,2.2655
3.0253,-4.9047,-12.943,0.79431,-2.5025,2.3004
2.8482,-4.975,-13.017,0.72372,-2.5665,2.3248
2.6335,-5.0478,-13.198,0.71783,-2.6412,2.3375
2.3839,-5.0648,-13.389,0.6661,-2.7315,2.3441
2.1382,-5.0718,-13.539,0.38768,-2.8323,2.3477
1.9167,-5.1616,-13.686,-0.11291,-2.9318,2.3466
1.7004,-5.2915,-13.836,-0.58042,-3.0224,2.3389
1.4711,-5.3311,-13.943,-0.79165,-3.1111,2.3229
1.2512,-5.3876,-14.013,-0.78564,-3.2111,2.2968
1.0704,-5.8758,-14.106,-0.7569,-3.3215,2.2604
0.89655,-6.9925,-14.225,-0.81672,-3.4285,2.2153
0.66562,-8.2674,-14.28,-0.91643,-3.5227,2.1631
0.41951,-9.0167,-14.22,-0.97128,-3.6053,2.105
0.30738,-9.1286,-14.11,-0.98374,-3.6794,2.0426
0.30889,-9.0385,-14.021,-1.0151,-3.7432,1.9764
0.060164,-9.0709,-13.93,-1.0851,-3.7908,1.9036
-0.75371,-9.1518,-13.767,-1.1537,-3.8192,1.8224
-1.8391,-9.1098,-13.519,-1.1883,-3.8292,1.7361
-2.5246,-8.9483,-13.22,-1.2005,-3.819,1.6472
-2.5896,-8.7553,-12.874,-1.2091,-3.7813,1.5508
-2.4284,-8.5461,-12.463,-1.2099,-3.7134,1.4411
-2.4227,-8.2942,-12.012,-1.193,-3.6202,1.3192
